processo,sql_incra
1020.2022/0021486-2,29906106547
1020.2022/0022573-2,00708604129
1020.2022/0020870-6,14808400404
1020.2020/0005050-5,06019700984
1020.2022/0023250-0,11311400108
1020.2022/0021469-2,06511900401
1020.2022/0023238-0,08304902230
1020.2022/0023745-5,16021301373
1020.2022/0023546-0,08566101367
1020.2022/0024020-0,08514400223
1020.2022/0024387-0,07824700402
1020.2022/0023797-8,16406300024
1020.2022/0021902-3,08927200039
1020.2022/0024305-6,11259100560
1020.2022/0023552-5,20600500096
1020.2023/0000867-9,10117100136
1020.2023/0000815-6,05365600169
1020.2023/0000944-6,03205800168
1020.2023/0000965-9,12314100361
1020.2023/0001678-7,08637505521
1020.2021/0006243-2,05364800180
1020.2023/0003006-2,07421200363
1020.2023/0003117-4,02401200304
1020.2023/0003226-0,04219100261
1020.2023/0003363-0,01303700735
1020.2023/0002395-3,01905500084
1020.2023/0002283-3,20103800024
1020.2023/0004094-7,02803200491
1020.2023/0002768-1,04112100388
1020.2023/0006819-1,01504200845
1020.2023/0003980-9,03805900368
1020.2023/0007851-0,08558700095
1020.2023/0007535-0,08923900265
1020.2023/0009338-2,11128000211
1020.2023/0009103-7,08126701897
1020.2023/0009461-3,06907500450
1020.2023/0009464-8,08514800469
1020.2023/0005878-1,04408900117
1020.2022/0004514-9,09522800295
1020.2023/0008816-8,15605000119
1020.2023/0005880-3,07703200573
1020.2023/0006044-1,07632700080
1020.2023/0010345-0,10147200279
1020.2023/0010117-2,05922700901
1020.2022/0002329-3,10200900055
1020.2023/0010860-6,30602600070
1020.2023/0008649-1,08566002490
1020.2023/0006930-9,04516100479
1020.2023/0013096-2,07602700333
1020.2023/0012934-4,14409300384
1020.2023/0011715-0,05600600151
1020.2023/0011715-0,05600600062
1020.2023/0011499-1,06803800504
1020.2023/0013850-5,04306100219
1020.2023/0013944-7,15709625077
1020.2021/0011206-5,13432100174
1020.2023/0013492-5,08601500031
1020.2020/0001533-5,17108900490
1020.2020/0004495-5,01801700362
1020.2021/0006643-8,05500900471
1020.2023/0012327-3,11135700371
1020.2021/0013152-3,10602200457
1020.2022/0000235-0,07137900951
1020.2020/0008363-2,15532100161
1020.2023/0014504-8,11003200256
1020.2020/0007364-5,08625901972
1020.2020/0004031-3,11912600896
1020.2021/0004450-7,20300600672
1020.2023/0012330-3,07207100752
1020.2021/0001067-0,07221301050
1020.2020/0001108-9,10505800951
1020.2020/0000982-3,13516500351
1020.2023/0015245-1,03608900128
1020.2020/0005967-7,10211500789
1020.2021/0009921-2,14411000570
1020.2021/0008267-0,05400300375
1020.2020/0013625-6,10155200304
1020.2021/0003142-1,08218900179
1020.2023/0012747-3,29905901432
1020.2021/0004258-0,08936300288
1020.2023/0009665-9,07840500773
1020.2021/0004843-0,11026000458
1020.2020/0001143-7,18203400107
1020.2020/0005400-4,14211200517
1020.2020/0011807-0,11245700536
1020.2021/0003537-0,04716001334
1020.2020/0000538-0,01200100182
1020.2020/0005326-1,04715900221
1020.2021/0000993-0,06828400402
1020.2020/0004396-7,11835500160
1020.2020/0006385-2,01801702349
1020.2021/0001941-3,18812801802
1020.2021/0001739-9,06850100238
1020.2021/0003888-4,12120100021
1020.2020/0004725-3,29903912488
1020.2021/0000681-8,09115300021
1020.2021/0005627-0,13424200033
1020.2020/0015886-1,19705600405
1020.2020/0006885-4,08006200297
1020.2021/0009001-0,15119000079
1020.2020/0004637-0,08553900576
1020.2021/0001941-3,18812802061
1020.2020/0011039-7,13101800421
1020.2020/0012243-3,03604501334
1020.2021/0007625-5,10719700190
1020.2021/0008058-9,04709400441
1020.2020/0006385-2,01801701393
1020.2021/0001409-8,14019300495
1020.2021/0000589-7,13014400466
1020.2021/0001876-0,17428400472
1020.2021/0003586-9,07015500361
1020.2020/0007126-0,09118100139
1020.2020/0011090-7,04205900120
1020.2021/0007236-5,01806900051
1020.2020/0001120-8,16917200191
1020.2020/0004871-3,08806200321
1020.2020/0004586-2,08541601730
1020.2020/0004808-0,13411300360
1020.2020/0014609-0,10213700718
1020.2021/0010055-5,00701901691
1020.2021/0013852-8,01708800281
1020.2021/0015529-5,13417600102
1020.2021/0015253-9,14411600292
1020.2021/0014041-7,16030900152
1020.2022/0001914-8,19000500310
1020.2021/0019214-0,02403500186
1020.2021/0018871-1,13916300163
1020.2021/0018485-6,00802202111
1020.2022/0000143-5,16032800317
1020.2022/0003740-5,05701000125
1020.2022/0004031-7,07832100303
1020.2022/0005432-6,11138500071
1020.2022/0005327-3,11205100619
1020.2022/0005276-5,09035300981
1020.2022/0007287-1,07638200561
1020.2022/0011346-2,13309000094
1020.2022/0009437-9,08220500182
1020.2022/0008441-1,04114400230
1020.2022/0006206-0,08809300467
1020.2022/0007590-0,08242500241
1020.2022/0007058-5,08012600773
1020.2022/0008639-2,08931500084
1020.2022/0007512-9,04216700578
1020.2022/0014309-4,15310700411
1020.2022/0006900-5,01215000911
1020.2022/0010858-2,02206000393
1020.2022/0009422-0,30815000038
1020.2022/0011270-9,01710100605
1020.2022/0011877-4,20302800121
1020.2022/0008720-8,01502600511
1020.2020/0006843-9,05364700097
1020.2020/0015793-8,29906104900
1020.2020/0015793-8,29906106091
1020.2022/0014994-7,12215000324
1020.2022/0010705-5,03700500653
1020.2022/0016420-2,08241500327
1020.2022/0018041-0,05704200291
1020.2022/0015253-0,11284000035
1020.2022/0015502-5,04107800741
1020.2022/0018540-4,02104600261
1020.2022/0018692-3,00201700735
1020.2020/0011267-5,06819300085
1020.2022/0018559-5,11312900074
1020.2021/0000340-1,11148600271
1020.2022/0019388-1,04201300552
1020.2022/0015018-0,01203900082
1020.2022/0021403-0,11407700439
1020.2022/0019754-2,02006604521
1020.2022/0019754-2,02006607081
1020.2022/0017465-8,08564123185
1020.2022/0017465-8,08564122030
1020.2023/0002653-7,11010700064
1020.2023/0000010-4,01400601827
1020.2023/0001948-4,04624100549
1020.2023/0001835-6,01006500316
1020.2023/0003448-3,14607400105
1020.2023/0005929-0,01302404921
1020.2023/0006293-2,07703500380
1020.2023/0004606-6,03300507049
1020.2023/0004995-2,01209200041
1020.2023/0002393-7,06509500884
1020.2023/0007684-4,11360800122
1020.2023/0009463-0,07216800559
1020.2023/0010399-0,08010800988
1020.2023/0011427-4,01711000582
1020.2023/0010977-7,05927200168
1020.2023/0011080-5,18515800011
1020.2023/0008649-1,08566001941
1020.2023/0015441-1,11328000108
1020.2023/0013321-0,06107200177
1020.2023/0011369-3,03804400299
1020.2023/0014089-5,06112000334
1020.2021/0010381-3,10727400036
1020.2021/0013167-1,02308500778
1020.2021/0011215-4,16702000056
1020.2021/0010086-5,05900201384
1020.2023/0014559-5,04931000061
1020.2021/0004156-7,07820100354
1020.2021/0009526-8,03301104215
1020.2020/0007253-3,07604800114
1020.2021/0007975-0,11006100309
1020.2021/0001116-1,13449100237
1020.2020/0013103-3,08956500487
1020.2023/0016447-6,13700200276
1020.2020/0003200-0,07602100433
1020.2020/0001683-8,11328500038
1020.2021/0013336-4,20304600227
1020.2021/0000046-1,06641700178
1020.2021/0000980-9,14608100113
1020.2020/0004602-8,08718801064
1020.2021/0006580-6,04613600723
1020.2021/0008792-3,10102700434
1020.2021/0016175-9,04319800737
1020.2020/0007119-7,11509101178
1020.2020/0000976-9,17201500138
1020.2020/0011250-0,20102300087
1020.2020/0012361-8,09109900179
1020.2020/0008357-8,11032500211
1020.2021/0009995-6,13428300970
1020.2023/0013153-5,12415900167
1020.2020/0006137-0,09157300356
1020.2021/0009182-3,05928200102
1020.2020/0003781-9,10818701561
1020.2020/0008207-5,04413300807
1020.2021/0008901-2,11744200482
1020.2021/0001506-0,02003002219
1020.2020/0011105-9,11500300224
1020.2021/0018516-0,12704702747
1020.2021/0002092-6,01908001011
1020.2021/0013226-0,10128500262
1020.2021/0009512-8,11506300137
1020.2023/0014440-8,05020700037
1020.2020/0004440-8,08559000471
1020.2020/0007059-0,07823600102
1020.2023/0014787-3,16111101373
1020.2020/0000920-3,01102500720
1020.2021/0004027-7,05724100339
1020.2023/0009548-2,08129100096
1020.2020/0013521-7,14212900024
1020.2023/0016247-3,08240600425
1020.2023/0014445-9,05535100218
1020.2020/0004586-2,08541601188
1020.2020/0004893-4,07302500215
1020.2020/0005653-8,16221400030
1020.2020/0008154-0,14105700471
1020.2021/0002551-0,04121600101
1020.2021/0001018-1,04722200319
1020.2020/0002042-8,12005700125
1020.2020/0001097-0,11918800811
1020.2020/0009010-8,15204200461
1020.2020/0006385-2,01801701598
1020.2020/0007364-5,08625901931
1020.2020/0002855-0,07503900024
1020.2021/0001402-0,10210300077
1020.2020/0005513-2,10920800369
1020.2023/0016234-1,07706100294
1020.2020/0006288-0,12102700010
1020.2020/0008993-2,02206300109
1020.2021/0005003-5,11126400067
1020.2021/0010002-4,15418300211
1020.2020/0007789-6,10402100408
1020.2020/0005703-8,20305700071
1020.2021/0002883-8,03907200888
1020.2020/0013908-5,08014500075
1020.2021/0001428-4,05002601626
1020.2021/0004567-8,12513700049
1020.2021/0003822-1,14714000951
1020.2020/0005930-8,11272200093
1020.2020/0009115-5,01908001021
1020.2021/0008307-3,08704400127
1020.2020/0007944-9,13407200421
1020.2020/0011131-8,17333801151
1020.2023/0016599-5,01102600369
1020.2020/0015209-0,14928501399
1020.2021/0001941-3,18812802329
1020.2021/0004624-0,01305000056
1020.2023/0014309-6,01301700347
1020.2020/0004406-8,04910001085
1020.2021/0001927-8,21401300861
1020.2021/0003733-0,11838600395
1020.2020/0013178-5,06703200981
1020.2021/0003770-5,10711100161
1020.2021/0001941-3,18812802140
1020.2021/0010430-5,08602100183
1020.2020/0008628-3,06502500102
1020.2021/0002499-9,13102200205
1020.2023/0015506-0,01003004369
1020.2023/0014696-6,14727500220
1020.2023/0000800-8,05706300496
1020.2021/0011103-4,04111803636
1020.2020/0002530-6,17203201006
1020.2020/0008540-6,05701900487
1020.2020/0012796-6,03801800334
1020.2020/0000913-0,11138700036
1020.2020/0000473-2,06026003436
1020.2020/0013804-6,12126401501
1020.2021/0012061-0,13236300115
1020.2020/0011038-9,01403300070
1020.2021/0012968-5,06503101171
1020.2021/0013730-0,05313000594
1020.2021/0014500-1,09116900146
1020.2021/0014228-2,30001300110
1020.2021/0014720-9,11017100526
1020.2021/0016918-0,30501402771
1020.2020/0002439-3,07301500068
1020.2021/0016469-3,14726000143
1020.2021/0018470-8,05309800158
1020.2021/0018513-5,18800700453
1020.2020/0002713-9,23012300226
1020.2021/0019512-2,05502900037
1020.2021/0018060-5,05206700551
1020.2022/0001758-7,04213005631
1020.2022/0000716-6,18906200322
1020.2022/0001530-4,10103800289
1020.2020/0000051-6,03101800013
1020.2020/0000703-0,15608700367
1020.2022/0003021-4,01204500142
1020.2022/0002690-0,07641500110
1020.2020/0001719-2,06705201541
1020.2022/0003738-3,19410600293
1020.2022/0004361-8,06628800105
1020.2022/0008872-7,14504800569
1020.2022/0008864-6,13518400427
1020.2022/0003311-6,05623401211
1020.2022/0002093-6,03503400281
1020.2022/0004377-4,06854100593
1020.2022/0004486-0,05134400598
1020.2022/0004643-9,08218600213
1020.2022/0005267-6,19901101637
1020.2022/0004285-9,06829500338
1020.2022/0007237-5,14727000082
1020.2022/0005803-8,15701300871
1020.2022/0005686-8,01209800322
1020.2022/0005970-0,03807300767
1020.2022/0007316-9,03804401473
1020.2022/0008184-6,19409900386
1020.2022/0005835-6,09302500403
1020.2022/0008348-2,11110100379
1020.2022/0006413-5,09505100094
1020.2022/0003729-4,04806800244
1020.2022/0006757-6,08112600295
1020.2020/0015716-4,05022100320
1020.2022/0007501-3,08707600062
1020.2022/0007930-2,03300101328
1020.2022/0008367-9,02700700317
1020.2022/0005507-1,11831700645
1020.2022/0005675-2,02301700100
1020.2022/0008860-3,03408600309
1020.2022/0008046-7,14308200015
1020.2022/0008458-6,10302503950
1020.2022/0007058-5,08012600821
1020.2022/0009878-1,01213500141
1020.2022/0009671-1,08300900098
1020.2022/0009789-0,03408901090
1020.2022/0009155-8,04202000293
1020.2022/0009156-6,08530100433
1020.2022/0009984-2,03804409301
1020.2022/0009625-8,02800800992
1020.2022/0009256-2,03108800231
1020.2022/0010262-2,19503800098
1020.2022/0011461-2,11629300887
1020.2022/0014312-4,13018600125
1020.2022/0009051-9,16021200526
1020.2022/0008820-4,04125400091
1020.2022/0011011-0,08502600478
1020.2022/0014159-8,06002300562
1020.2022/0020079-9,08136701016
1020.2022/0014186-5,01303200015
1020.2020/0015793-8,29906105761
1020.2020/0015793-8,29906105362
1020.2022/0014197-0,08709600256
1020.2022/0001434-0,12121200192
1020.2022/0014757-0,08604700234
1020.2022/0014996-3,11316500488
1020.2022/0016420-2,08241500221
1020.2022/0014176-8,14401400231
1020.2022/0012558-4,05400400388
1020.2022/0015854-7,08606500135
1020.2022/0018034-8,01501300652
1020.2022/0019985-5,01304100707
1020.2022/0020170-1,11533300797
1020.2022/0017432-1,08532800017
1020.2022/0013586-5,11126800121
1020.2022/0018133-6,04414200318
1020.2022/0019737-2,01709300361
1020.2022/0019281-8,04112000057
1020.2022/0019483-7,04305200511
1020.2023/0000980-2,07525802297
1020.2022/0019754-2,02006603981
1020.2022/0019754-2,02006606948
1020.2022/0019754-2,02006606001
1020.2022/0019657-0,10155100148
1020.2022/0021486-2,29906105605
1020.2022/0021486-2,29906105028
1020.2022/0017569-7,16832800605
1020.2022/0023376-0,08615600570
1020.2022/0019658-9,23903000051
1020.2022/0021703-9,15524000054
1020.2022/0023988-1,05313900481
1020.2022/0023268-2,01106900820
1020.2022/0023535-5,30903200268
1020.2022/0023546-0,08566101375
1020.2022/0021708-0,01504201043
1020.2022/0024020-0,08514400398
1020.2023/0000974-8,01301800015
1020.2023/0002651-0,07827900178
1020.2022/0020335-6,04527800566
1020.2022/0023919-9,01300806362
1020.2023/0000579-3,08707100299
1020.2023/0001883-6,03700500718
1020.2022/0022086-2,03604508274
1020.2023/0000481-9,08135204061
1020.2023/0000361-8,01612306055
1020.2023/0000361-8,01612305962
1020.2023/0000361-8,01612306381
1020.2023/0003366-5,04510000200
1020.2023/0002947-1,02203601108
1020.2022/0008116-1,03611300381
1020.2023/0003226-0,04219100814
1020.2023/0003226-0,04219100636
1020.2023/0002475-5,05717800177
1020.2023/0003217-0,10111601648
1020.2023/0003778-4,08109700251
1020.2023/0001835-6,01006500413
1020.2023/0001832-1,08602804849
1020.2023/0001852-6,03704700754
1020.2023/0004062-9,07003500159
1020.2020/0006821-8,08727000222
1020.2023/0005899-4,02904800621
1020.2023/0005339-9,04219100911
1020.2023/0005473-5,03807300198
1020.2023/0005498-0,03005600254
1020.2023/0005409-3,03408901317
1020.2023/0007293-8,10908200101
1020.2023/0005656-8,26501900792
1020.2023/0001925-5,03613802341
1020.2023/0002559-0,30905200591
1020.2023/0008627-0,07810100211
1020.2023/0008633-5,13444100255
1020.2023/0007801-4,11813900141
1020.2023/0008339-5,13945300419
1020.2023/0008940-7,04113000166
1020.2023/0006422-6,08952200421
1020.2023/0006547-8,08135204061
1020.2023/0005001-2,01300606053
1020.2023/0008716-1,01106600355
1020.2023/0008720-0,15906000126
1020.2023/0008805-2,14705600036
1020.2023/0007115-0,06219800117
1020.2023/0007510-4,11405700301
1020.2023/0005437-9,12720300399
1020.2023/0007501-5,03706300079
1020.2023/0011043-0,02310000280
1020.2023/0010047-8,05522301686
1020.2023/0010223-3,09904200084
1020.2023/0010398-1,01112402721
1020.2023/0012379-6,07502700269
1020.2021/0000185-9,18208400105
1020.2021/0010117-9,01406300209
1020.2023/0010325-6,00407100504
1020.2023/0008649-1,08566002555
1020.2023/0006508-7,04308600200
1020.2023/0015294-0,03201600490
1020.2023/0013597-2,03611600271
1020.2023/0014015-1,10133000280
1020.2020/0015680-0,06802300818
1020.2021/0010041-5,05908601357
1020.2020/0005584-1,07221000603
1020.2021/0011122-0,04928601191
1020.2020/0002523-3,00903800012
1020.2021/0009522-5,09423300030
1020.2020/0013256-0,19705900085
1020.2021/0000261-8,00205400078
1020.2020/0002939-5,08726500302
1020.2020/0002047-9,05902700469
1020.2020/0000602-6,04124500130
1020.2023/0012012-6,04945700036
1020.2020/0008854-5,08610300218
1020.2020/0001808-3,11148802907
1020.2021/0009840-2,09540500133
1020.2020/0000519-4,14503400532
1020.2023/0013804-1,30608500701
1020.2021/0004704-2,11151900337
1020.2020/0004601-0,08552002310
1020.2020/0001215-8,05929300046
1020.2020/0003080-6,05305300193
1020.2020/0016067-0,10136000214
1020.2021/0016016-7,15417400504
1020.2023/0015241-9,01804200131
1020.2020/0006891-9,11652800361
1020.2022/0013706-0,11853300011
1020.2020/0004173-5,18815000282
1020.2020/0002631-0,14007100100
1020.2020/0013464-4,14414100551
1020.2021/0002941-9,15502000981
1020.2021/0003431-5,11261100076
1020.2021/0003471-4,05522201681
1020.2021/0001331-8,16830600374
1020.2023/0016461-1,08956203024
1020.2021/0011849-7,06641200418
1020.2023/0012338-9,01602200130
1020.2020/0008804-9,30001600068
1020.2021/0000145-0,11019700016
1020.2023/0017104-9,03407000081
1020.2020/0014064-4,07527800038
1020.2023/0016553-7,05609201411
1020.2021/0000406-8,83580159549
1020.2020/0007991-0,14905200023
1020.2021/0008410-0,05907401699
1020.2020/0006079-9,15207800123
1020.2021/0005317-4,31005901251
1020.2023/0015361-0,01501200070
1020.2021/0001501-9,08602900351
1020.2023/0015797-6,11254900429
1020.2020/0004601-0,08552000571
1020.2020/0008409-4,10611700432
1020.2021/0007452-0,14710800145
1020.2023/0016840-4,09609000551
1020.2020/0011361-2,05521200533
1020.2020/0003243-4,23710600111
1020.2020/0013325-7,02006301861
1020.2023/0015362-8,08604700080
1020.2020/0001708-7,09112500321
1020.2021/0013161-2,15418300368
1020.2021/0001286-9,10406002591
1020.2020/0003903-0,10211700869
1020.2020/0011650-6,02605802892
1020.2021/0001943-0,11621600202
1020.2020/0004564-1,12620400197
1020.2023/0012390-7,16920300205
1020.2020/0003831-9,14027000268
1020.2020/0012708-7,09903900554
1020.2020/0002797-0,13436500071
1020.2021/0003529-0,07216500342
1020.2023/0015901-4,09044400495
1020.2021/0011198-0,09118100651
1020.2023/0014503-0,11033300208
1020.2021/0003609-1,08532200079
1020.2021/0006898-8,11272000264
1020.2020/0007364-5,08625901107
1020.2020/0008426-4,08625902936
1020.2020/0003259-0,09704700482
1020.2020/0011852-5,30610400336
1020.2021/0000502-1,26302800429
1020.2021/0003543-5,09302801136
1020.2020/0014628-6,00406900094
1020.2021/0001128-5,02402400633
1020.2020/0007777-2,06502200419
1020.2021/0003785-3,15907000065
1020.2020/0006370-4,07601200558
1020.2020/0012847-4,11251400107
1020.2021/0003663-6,10102700280
1020.2020/0003771-1,09902600379
1020.2020/0013571-3,05129900383
1020.2020/0004911-6,04102400222
1020.2020/0007864-7,02009510712
1020.2020/0004885-3,08549801348
1020.2021/0002056-0,14015700121
1020.2021/0002752-1,00700800212
1020.2020/0005032-7,04514602868
1020.2020/0008138-9,20700600076
1020.2021/0008829-6,08009400424
1020.2020/0006858-7,07809100661
1020.2023/0012352-4,05200101131
1020.2021/0009845-3,22905900227
1020.2020/0003793-2,05419500582
1020.2021/0006650-0,16033300016
1020.2023/0016389-5,04504300761
1020.2020/0011541-0,08826505063
1020.2020/0004960-4,10133100390
1020.2020/0011116-4,06628700240
1020.2020/0001864-4,11148802801
1020.2020/0011068-0,03205000196
1020.2023/0017027-1,08005800101
1020.2020/0006226-0,14732300501
1020.2021/0007230-6,14714200304
1020.2021/0010314-7,14734301637
1020.2021/0008318-9,03304609954
1020.2020/0001506-8,06641400123
1020.2020/0004661-3,05125500100
1020.2020/0008659-3,07146500179
1020.2023/0014912-4,10807900035
1020.2020/0008199-0,08011600151
1020.2020/0005916-2,30402300588
